asu	qq	cc
71654601	123	123
53621168	123	123
72820317	123	123
89969601	123	123
74934623	123	123
89190770	123	123
79005769	123	123
37715408	123	123
89265717	123	123
66188785	123	123
51817962	123	123
68729735	123	123
90785370	123	123
87623431	123	123
2569246	123	123
28185362	123	123
70874134	123	123
40531404	123	123
9774773	123	123
84460365	123	123
53842846	123	123
69232465	123	123
6742230	123	123
20579375	123	123
76802764	123	123
52544424	123	123
34261378	123	123
47745392	123	123
73043585	123	123
42248910	123	123
34864076	123	123
98910305	123	123
68822500	123	123
55146824	123	123
37343102	123	123
20161595	123	123
5916236	123	123
88647788	123	123
79001328	123	123
66551658	123	123
33638913	123	123
70983708	123	123
30463532	123	123
28100010	123	123
68983939	123	123
95462002	123	123
12596382	123	123
95038290	123	123
54843992	123	123
22894780	123	123
7941404	123	123
66573785	123	123
45565598	123	123
33787362	123	123
97707743	123	123
12244304	123	123
51446133	123	123
86205642	123	123
40776255	123	123
88593982	123	123
13414627	123	123
66894452	123	123
35051657	123	123
76549567	123	123
24148352	123	123
22929872	123	123
47482298	123	123
40807590	123	123
56689601	123	123
68357086	123	123
66915188	123	123
41668516	123	123
71520323	123	123
11518605	123	123
70957610	123	123
26806126	123	123
22519709	123	123
23975690	123	123
23677695	123	123
37926657	123	123
23512660	123	123
8142557	123	123
3964750	123	123
18816365	123	123
33295925	123	123
86726302	123	123
35176161	123	123
82485214	123	123
69021183	123	123
9109069	123	123
99191954	123	123
37394523	123	123
61201387	123	123
7439434	123	123
4513566	123	123
7039332	123	123
25530334	123	123
3890115	123	123
82683263	123	123
75537451	123	123
20747445	123	123
30526520	123	123
37171977	123	123
43560288	123	123
96621004	123	123
7318130	123	123
88116121	123	123
68717048	123	123
81477235	123	123
61003939	123	123
64728918	123	123
7300568	123	123
84163242	123	123
87971424	123	123
70279960	123	123
75204472	123	123
4148240	123	123
46554616	123	123
32980097	123	123
9842261	123	123
74473397	123	123
55108119	123	123
15786920	123	123
20511897	123	123
2019103	123	123
45723774	123	123
68006614	123	123
12246973	123	123
91555222	123	123
77970191	123	123
82020674	123	123
76829559	123	123
50729843	123	123
93468255	123	123
51640096	123	123
58732491	123	123
10614223	123	123
30572359	123	123
93131153	123	123
87113969	123	123
70144093	123	123
21579933	123	123
50776633	123	123
2832780	123	123
21694702	123	123
73621664	123	123
11956158	123	123
39906032	123	123
47779673	123	123
1285565	123	123
67988993	123	123
7587050	123	123
51607607	123	123
66571282	123	123
57484227	123	123
94533503	123	123
33636445	123	123
55604066	123	123
14614203	123	123
320326	123	123
18762568	123	123
55317979	123	123
48594762	123	123
93444536	123	123
42274930	123	123
6120559	123	123
56849112	123	123
81370227	123	123
85360578	123	123
91216078	123	123
36505346	123	123
18374481	123	123
5284747	123	123
15257827	123	123
64541292	123	123
58904557	123	123
72889518	123	123
65439903	123	123
10590602	123	123
24015861	123	123
25397819	123	123
76010135	123	123
64901986	123	123
10977261	123	123
23272758	123	123
82506999	123	123
22316315	123	123
43220354	123	123
91389504	123	123
70599073	123	123
93967060	123	123
56048397	123	123
30870295	123	123
13178950	123	123
99555112	123	123
49491135	123	123
21099297	123	123
89014291	123	123
21087529	123	123
69301626	123	123
40783080	123	123
18424660	123	123
5086258	123	123
82049749	123	123
3562048	123	123
57515281	123	123
73998753	123	123
84524701	123	123
42425607	123	123
39936363	123	123
40513214	123	123
31578972	123	123
54939849	123	123
53971762	123	123
12536586	123	123
81550825	123	123
88905556	123	123
47908228	123	123
80000291	123	123
66537520	123	123
93778889	123	123
92942553	123	123
77286966	123	123
60139320	123	123
75024793	123	123
98787797	123	123
41531393	123	123
92929598	123	123
94997132	123	123
10128477	123	123
15643227	123	123
80618264	123	123
95987301	123	123
54140444	123	123
95282843	123	123
14456727	123	123
59717653	123	123
9358473	123	123
13109186	123	123
40722417	123	123
13232289	123	123
66824064	123	123
84168021	123	123
41535421	123	123
55080193	123	123
45730339	123	123
96564030	123	123
7553587	123	123
859435	123	123
89365573	123	123
87286485	123	123
11490434	123	123
6963197	123	123
51485607	123	123
48237814	123	123
35578658	123	123
33413917	123	123
5729934	123	123
5351006	123	123
4582300	123	123
84330473	123	123
21176527	123	123
34287736	123	123
39456430	123	123
32803152	123	123
15238503	123	123
19772682	123	123
32241403	123	123
41552015	123	123
90094186	123	123
24472094	123	123
41879883	123	123
60032283	123	123
70923321	123	123
4131498	123	123
54045336	123	123
72473274	123	123
38695070	123	123
57307886	123	123
89277447	123	123
48520029	123	123
16017054	123	123
96116275	123	123
80854540	123	123
75286155	123	123
83619718	123	123
43622216	123	123
49535503	123	123
81581148	123	123
70222901	123	123
22447921	123	123
14945836	123	123
79822007	123	123
26181865	123	123
37883573	123	123
88141832	123	123
24727198	123	123
7968831	123	123
76983202	123	123
31201238	123	123
52382299	123	123
53014800	123	123
94194397	123	123
62012628	123	123
63956674	123	123
33034790	123	123
72213903	123	123
43009337	123	123
84977935	123	123
74352747	123	123
72104116	123	123
20875193	123	123
30903889	123	123
37465128	123	123
32153414	123	123
14119509	123	123
90368829	123	123
35893176	123	123
97685596	123	123
49798272	123	123
5641813	123	123
32680739	123	123
6707987	123	123
991875	123	123
33881355	123	123
32271086	123	123
99402567	123	123
41939796	123	123
10155369	123	123
33792208	123	123
81292413	123	123
50690548	123	123
55401765	123	123
32782309	123	123
82493174	123	123
71514223	123	123
57753755	123	123
27282146	123	123
16174811	123	123
11314205	123	123
50691923	123	123
98586549	123	123
9724815	123	123
55229606	123	123
70666655	123	123
17000823	123	123
17148517	123	123
69666835	123	123
36731005	123	123
92019053	123	123
73718959	123	123
10103519	123	123
84881661	123	123
66894394	123	123
2922187	123	123
99176405	123	123
23552909	123	123
47447771	123	123
4528704	123	123
61729550	123	123
33329798	123	123
14610288	123	123
44250301	123	123
56221413	123	123
18353209	123	123
4189439	123	123
29309756	123	123
94513498	123	123
97289196	123	123
52187971	123	123
58115338	123	123
43338240	123	123
23537136	123	123
3241118	123	123
97784358	123	123
51948941	123	123
76838363	123	123
34349922	123	123
19659622	123	123
47645926	123	123
80102520	123	123
22004619	123	123
71143274	123	123
50475034	123	123
37055749	123	123
80077151	123	123
80260574	123	123
76490215	123	123
83560259	123	123
24573709	123	123
76098903	123	123
17248505	123	123
90533597	123	123
12891208	123	123
7503759	123	123
20138500	123	123
24115128	123	123
26089822	123	123
48886221	123	123
21060653	123	123
69498971	123	123
21605835	123	123
70998428	123	123
50740895	123	123
4093661	123	123
78398540	123	123
40367013	123	123
98968632	123	123
7694999	123	123
79600685	123	123
60140010	123	123
80738248	123	123
57028121	123	123
16743996	123	123
79618022	123	123
51837679	123	123
83606268	123	123
5891201	123	123
39102011	123	123
63649815	123	123
7385864	123	123
74222265	123	123
41238879	123	123
67820804	123	123
34175270	123	123
54313952	123	123
92574344	123	123
94687566	123	123
50179803	123	123
74939942	123	123
6114594	123	123
69199370	123	123
38159320	123	123
69067988	123	123
9380334	123	123
23901873	123	123
20815284	123	123
12104051	123	123
46089845	123	123
10364908	123	123
16660554	123	123
26111083	123	123
59394606	123	123
91410867	123	123
93630415	123	123
27708808	123	123
64699690	123	123
68592837	123	123
93220572	123	123
19512620	123	123
13014297	123	123
94906435	123	123
48343363	123	123
69745502	123	123
78786936	123	123
67581325	123	123
62169136	123	123
23591281	123	123
24090907	123	123
84788179	123	123
3590304	123	123
92716372	123	123
47156692	123	123
59578508	123	123
57471270	123	123
14602796	123	123
70401993	123	123
60242417	123	123
34895208	123	123
83766131	123	123
32019172	123	123
16888549	123	123
6934790	123	123
48087860	123	123
30837855	123	123
56589436	123	123
43641590	123	123
2917957	123	123
24715978	123	123
48858746	123	123
49341578	123	123
61592023	123	123
6624543	123	123
97676326	123	123
71066041	123	123
17573082	123	123
52503788	123	123
48300384	123	123
26357841	123	123
44097130	123	123
27186264	123	123
33773897	123	123
26901155	123	123
60311077	123	123
30059136	123	123
18727025	123	123
41248723	123	123
26924916	123	123
20386606	123	123
94878013	123	123
24874977	123	123
16516001	123	123
42925596	123	123
7060182	123	123
97624227	123	123
94425068	123	123
93265493	123	123
44816587	123	123
71765562	123	123
42258231	123	123
92617727	123	123
99008417	123	123
31232642	123	123
25145443	123	123
15273441	123	123
29629865	123	123
40854452	123	123
29925789	123	123
20535067	123	123
91152280	123	123
47341729	123	123
24128611	123	123
71192544	123	123
53623022	123	123
17309586	123	123
56362721	123	123
33453900	123	123
75784924	123	123
61037451	123	123
88078364	123	123
73706805	123	123
75819938	123	123
77732477	123	123
47388580	123	123
41837701	123	123
27438260	123	123
49687930	123	123
55150742	123	123
89546091	123	123
75653698	123	123
14498358	123	123
78220267	123	123
26033456	123	123
67126980	123	123
65676494	123	123
17815512	123	123
72191630	123	123
57597681	123	123
48940908	123	123
66809120	123	123
48107662	123	123
85069007	123	123
2327416	123	123
10809547	123	123
84358972	123	123
94784442	123	123
75879637	123	123
75158657	123	123
82166577	123	123
56487759	123	123
20203935	123	123
94708159	123	123
13917125	123	123
8677082	123	123
32594517	123	123
16385859	123	123
41689556	123	123
79709163	123	123
80138403	123	123
54641964	123	123
76442336	123	123
72887744	123	123
39498132	123	123
29135899	123	123
35755021	123	123
68333421	123	123
26458414	123	123
14863924	123	123
99165804	123	123
70455992	123	123
85176887	123	123
78194151	123	123
59193745	123	123
14496001	123	123
62006316	123	123
55826867	123	123
11698761	123	123
31072642	123	123
37376734	123	123
44801897	123	123
79696218	123	123
534731	123	123
139064	123	123
48985792	123	123
1039194	123	123
67883954	123	123
17376142	123	123
70055610	123	123
90040413	123	123
90082143	123	123
50549821	123	123
36247168	123	123
18359084	123	123
69465972	123	123
83259181	123	123
17596093	123	123
56766728	123	123
83454679	123	123
55618541	123	123
44841012	123	123
73805937	123	123
3377020	123	123
83253649	123	123
58222105	123	123
54357056	123	123
76428623	123	123
84250063	123	123
33918591	123	123
50535421	123	123
22776556	123	123
13158995	123	123
17035577	123	123
86649281	123	123
25298403	123	123
53108310	123	123
40188026	123	123
20939591	123	123
18336629	123	123
60674591	123	123
18875185	123	123
54067615	123	123
2155996	123	123
70987783	123	123
73943494	123	123
50227477	123	123
66506038	123	123
74407479	123	123
80592791	123	123
35047617	123	123
67244751	123	123
24397906	123	123
19150457	123	123
14496751	123	123
66632319	123	123
86803779	123	123
3623248	123	123
97618679	123	123
39288315	123	123
80672698	123	123
49052510	123	123
31198360	123	123
84431715	123	123
24802573	123	123
40282067	123	123
36000336	123	123
77103385	123	123
15313789	123	123
76249867	123	123
75184080	123	123
49494922	123	123
45243526	123	123
62736623	123	123
57123368	123	123
23040002	123	123
66665289	123	123
96048690	123	123
69118827	123	123
67838187	123	123
2704058	123	123
16600336	123	123
90217058	123	123
22192833	123	123
54245898	123	123
89107359	123	123
25190946	123	123
85783791	123	123
39315608	123	123
33731992	123	123
35573527	123	123
14943376	123	123
90113952	123	123
91984828	123	123
62877841	123	123
60352547	123	123
26929828	123	123
2919722	123	123
35140921	123	123
93572356	123	123
7076207	123	123
29896598	123	123
38007960	123	123
47283653	123	123
20043013	123	123
80633403	123	123
72820509	123	123
55079323	123	123
67845063	123	123
94388049	123	123
42890409	123	123
51607956	123	123
38508037	123	123
60250361	123	123
50007804	123	123
4161262	123	123
57632193	123	123
58926214	123	123
72606283	123	123
23784675	123	123
5708980	123	123
19795833	123	123
61159628	123	123
168146	123	123
91329927	123	123
36709105	123	123
78142998	123	123
72613386	123	123
74009357	123	123
61599009	123	123
68382492	123	123
12841215	123	123
40137321	123	123
48242441	123	123
58211882	123	123
37779189	123	123
10779533	123	123
18591605	123	123
22041547	123	123
91238795	123	123
58304817	123	123
53350182	123	123
45097520	123	123
4937024	123	123
43987309	123	123
28023419	123	123
59739284	123	123
77693983	123	123
41988766	123	123
52746866	123	123
54979804	123	123
98277692	123	123
4467724	123	123
54192535	123	123
14718834	123	123
35575149	123	123
7630893	123	123
56230876	123	123
69258445	123	123
88247603	123	123
27542511	123	123
85732643	123	123
90718766	123	123
87592389	123	123
51670000	123	123
68898212	123	123
7905325	123	123
73128574	123	123
5924577	123	123
47448202	123	123
97508841	123	123
87911897	123	123
9832020	123	123
5632443	123	123
37966749	123	123
37254854	123	123
25468906	123	123
74164734	123	123
91525952	123	123
92501212	123	123
38686694	123	123
94682956	123	123
76368536	123	123
87594137	123	123
22867321	123	123
31266343	123	123
38648250	123	123
40284909	123	123
91553427	123	123
56151215	123	123
53949962	123	123
12709642	123	123
72824864	123	123
61315611	123	123
27716516	123	123
91972347	123	123
12076157	123	123
25698674	123	123
90797285	123	123
27464704	123	123
17894458	123	123
24032863	123	123
14729720	123	123
56618055	123	123
31861651	123	123
29846270	123	123
74270120	123	123
13523491	123	123
47566584	123	123
63947275	123	123
21289353	123	123
72888981	123	123
79289578	123	123
51433233	123	123
15829412	123	123
68594481	123	123
65232235	123	123
73198931	123	123
34110373	123	123
85127823	123	123
2192215	123	123
77892852	123	123
77806197	123	123
20631101	123	123
29958549	123	123
7174463	123	123
28621088	123	123
19910877	123	123
64515787	123	123
75146954	123	123
42086711	123	123
79624362	123	123
96207171	123	123
11464105	123	123
51934325	123	123
59813268	123	123
33321701	123	123
6722898	123	123
41003406	123	123
90017960	123	123
17319514	123	123
86082896	123	123
43917368	123	123
22587687	123	123
35792989	123	123
51507747	123	123
19860418	123	123
57975923	123	123
36178714	123	123
39050652	123	123
30075938	123	123
87818456	123	123
90097631	123	123
60702740	123	123
86175356	123	123
98531929	123	123
71275630	123	123
23901333	123	123
20148117	123	123
31098079	123	123
84015141	123	123
29919936	123	123
94008445	123	123
22254640	123	123
95183785	123	123
56458412	123	123
58562074	123	123
79972817	123	123
11699036	123	123
66217813	123	123
48912000	123	123
8845841	123	123
17803796	123	123
6879272	123	123
59366926	123	123
21449386	123	123
81885634	123	123
33556800	123	123
86116603	123	123
72702707	123	123
11165330	123	123
7852	123	123
36360014	123	123
80104691	123	123
11317284	123	123
18175116	123	123
18841697	123	123
34127010	123	123
20987835	123	123
59951524	123	123
12445260	123	123
37667155	123	123
23812312	123	123
20901372	123	123
19332107	123	123
61601494	123	123
26688971	123	123
34487973	123	123
19912604	123	123
30546586	123	123
66975738	123	123
32322044	123	123
50651318	123	123
62328448	123	123
43547704	123	123
52767774	123	123
94858010	123	123
87267489	123	123
87986995	123	123
36308132	123	123
53399393	123	123
18329820	123	123
71142506	123	123
18240343	123	123
65932525	123	123
53302919	123	123
15138446	123	123
88433806	123	123
53879671	123	123
87402643	123	123
22194847	123	123
20165979	123	123
34612499	123	123
24181325	123	123
26306296	123	123
95521620	123	123
4749660	123	123
75608107	123	123
67952199	123	123
48326882	123	123
46211782	123	123
58678411	123	123
92492873	123	123
44452842	123	123
11649957	123	123
24350095	123	123
52366808	123	123
44592232	123	123
98119002	123	123
49848641	123	123
55199614	123	123
87549576	123	123
33274535	123	123
17085763	123	123
13952297	123	123
10552147	123	123
54721098	123	123
7379055	123	123
42005142	123	123
76066591	123	123
33247357	123	123
38437407	123	123
14165380	123	123
45028185	123	123
83643099	123	123
33881634	123	123
64481614	123	123
45697935	123	123
79721618	123	123
20420936	123	123
58367439	123	123
94806351	123	123
24192219	123	123
36520778	123	123
95201410	123	123
35668774	123	123
51878809	123	123
28612764	123	123
2628600	123	123
86844530	123	123
42477574	123	123
30033741	123	123
44294468	123	123
67620751	123	123
80823324	123	123
60362228	123	123
37089765	123	123
63681598	123	123
31515450	123	123
70963484	123	123
43685427	123	123
24701019	123	123
88137781	123	123
88051781	123	123
3508557	123	123
2732018	123	123
48167186	123	123
48822139	123	123
78531117	123	123
14849481	123	123
36495220	123	123
69778804	123	123
22954733	123	123
73218294	123	123
38828722	123	123
14692443	123	123
56408225	123	123
72225676	123	123
67065723	123	123
15491046	123	123
75197648	123	123
24765858	123	123
36853500	123	123
44512169	123	123
34219867	123	123
79496307	123	123
80302693	123	123
76083192	123	123
89801701	123	123
14509751	123	123
64190165	123	123
107939	123	123
62730182	123	123
52140199	123	123
20184603	123	123
86132987	123	123
47170564	123	123
22480821	123	123
40131622	123	123
68154232	123	123
20186466	123	123
93070931	123	123
98374877	123	123
94702875	123	123
45878911	123	123
29995661	123	123
23948546	123	123
13166896	123	123
15306332	123	123
87394310	123	123
60448053	123	123
55929614	123	123
53069000	123	123
86709613	123	123
66510709	123	123
82524725	123	123
82337731	123	123
48297228	123	123
12741361	123	123
61368213	123	123
68736744	123	123
20369003	123	123
77856769	123	123
35824955	123	123
94063562	123	123
7774228	123	123
25853453	123	123
14267423	123	123
58166134	123	123
90418977	123	123
19348223	123	123
15615216	123	123
23053924	123	123
38129155	123	123
14786502	123	123
19016657	123	123
78883893	123	123
76727203	123	123
32946491	123	123
80960112	123	123
91766028	123	123
60436902	123	123
16406153	123	123
3459893	123	123
52846874	123	123
97628465	123	123
16859235	123	123
12004679	123	123
89467694	123	123
49320026	123	123
80735841	123	123
25218266	123	123
54719057	123	123
34942634	123	123
82014041	123	123
4132231	123	123
40744292	123	123
97988803	123	123
8410065	123	123
22766663	123	123
29914923	123	123
60379828	123	123
19135245	123	123
23251683	123	123
83028514	123	123
25073815	123	123
35132268	123	123
64075344	123	123
23911296	123	123
40876196	123	123
14353351	123	123
66474259	123	123
64448869	123	123
86330350	123	123
10558530	123	123
31116549	123	123
40374072	123	123
76755883	123	123
34041036	123	123
9218186	123	123
98001962	123	123
25796164	123	123
2996835	123	123
24973919	123	123
92836497	123	123
60922683	123	123
62402533	123	123
71378207	123	123
1868115	123	123
25604220	123	123
13600412	123	123
25594272	123	123
73027772	123	123
52082912	123	123
93297239	123	123
11657617	123	123
16132365	123	123
99678832	123	123
52041266	123	123
60125952	123	123
29729726	123	123
34934428	123	123
95311946	123	123
93809707	123	123
83247816	123	123
53875017	123	123
16052581	123	123
83395274	123	123
11684686	123	123
73369876	123	123
73604993	123	123
99657500	123	123
86856313	123	123
83354567	123	123
26416864	123	123
52479772	123	123
22940009	123	123
29915329	123	123
31517256	123	123
29645681	123	123
37722461	123	123
16711237	123	123
68401710	123	123
50281332	123	123
95421469	123	123
6435281	123	123
34775471	123	123
23359821	123	123
53559625	123	123
9801633	123	123
80855602	123	123
80841245	123	123
13453065	123	123
16969617	123	123
80759543	123	123
24576706	123	123
55135589	123	123
53399117	123	123
54320475	123	123
65099106	123	123
56765900	123	123
80505055	123	123
23713311	123	123
93985397	123	123
30162329	123	123
33674588	123	123
72136629	123	123
87586671	123	123
48782980	123	123
59216732	123	123
70567641	123	123
58097652	123	123
94289315	123	123
80899364	123	123
94781442	123	123
5281998	123	123
56456055	123	123
83986966	123	123
3955734	123	123
54538618	123	123
24953393	123	123
24239752	123	123
81303938	123	123
26858395	123	123
84312792	123	123
62949218	123	123
12491848	123	123
20083067	123	123
8100008	123	123
49061936	123	123
85605403	123	123
4096732	123	123
81020308	123	123
9751647	123	123
62549177	123	123
8792388	123	123
96356570	123	123
56416587	123	123
37485837	123	123
45548990	123	123
21310372	123	123
52171607	123	123
8293633	123	123
34121570	123	123
61538577	123	123
48297440	123	123
93977062	123	123
33935022	123	123
28249456	123	123
84823937	123	123
65487602	123	123
62267621	123	123
73720547	123	123
81913414	123	123
28962082	123	123
34582214	123	123
81412372	123	123
76088774	123	123
22482360	123	123
78773169	123	123
98449941	123	123
688295	123	123
99695622	123	123
49715107	123	123
40594644	123	123
76632466	123	123
44572599	123	123
29825741	123	123
858482	123	123
33063293	123	123
86007899	123	123
99681825	123	123
59727012	123	123
1558661	123	123
32846561	123	123
64673391	123	123
56939902	123	123
54033846	123	123
17990028	123	123
35110361	123	123
64879074	123	123
63245574	123	123
93973265	123	123
11891813	123	123
36929499	123	123
43954168	123	123
28197129	123	123
59652401	123	123
92892192	123	123
78958355	123	123
12458008	123	123
80269054	123	123
28942315	123	123
27781458	123	123
98837681	123	123
61960605	123	123
15073764	123	123
52506541	123	123
37180213	123	123
97822262	123	123
72410394	123	123
58130307	123	123
49202114	123	123
2964441	123	123
39501864	123	123
94342578	123	123
40464969	123	123
75311714	123	123
28867020	123	123
8551455	123	123
41785514	123	123
61379145	123	123
80884976	123	123
55148196	123	123
65838830	123	123
43234211	123	123
44148622	123	123
11330444	123	123
25874897	123	123
40765326	123	123
89475107	123	123
52078842	123	123
21352838	123	123
27558355	123	123
18668999	123	123
24526564	123	123
47081137	123	123
76832375	123	123
43997834	123	123
52773745	123	123
56157712	123	123
39262412	123	123
57246970	123	123
97871292	123	123
33755679	123	123
75274783	123	123
97670021	123	123
70778052	123	123
11811307	123	123
16857825	123	123
76596520	123	123
30935179	123	123
20634113	123	123
4845954	123	123
88827574	123	123
51988858	123	123
57195822	123	123
36371293	123	123
80874060	123	123
97965173	123	123
54836079	123	123
75694955	123	123
78545561	123	123
12799844	123	123
95569185	123	123
79526483	123	123
44629005	123	123
72053576	123	123
40903700	123	123
44177845	123	123
93148654	123	123
89636481	123	123
35845670	123	123
1710866	123	123
42605523	123	123
17015317	123	123
985743	123	123
8230700	123	123
33435711	123	123
25151250	123	123
35993849	123	123
91480313	123	123
72228346	123	123
25557626	123	123
17826142	123	123
8825962	123	123
60873203	123	123
83412142	123	123
70416823	123	123
48307743	123	123
65950212	123	123
46033416	123	123
96833723	123	123
92359983	123	123
44209699	123	123
17246426	123	123
77607781	123	123
55946226	123	123
63228887	123	123
66545579	123	123
39543081	123	123
59930651	123	123
18915231	123	123
38811187	123	123
55813892	123	123
60909067	123	123
67237298	123	123
38846517	123	123
44433818	123	123
16924266	123	123
67656628	123	123
66562845	123	123
39715330	123	123
98305664	123	123
55764304	123	123
64849060	123	123
3535184	123	123
28780033	123	123
60417412	123	123
45093013	123	123
95738263	123	123
38052251	123	123
32336481	123	123
17526150	123	123
43922862	123	123
83402651	123	123
25810321	123	123
56175131	123	123
60617204	123	123
45912373	123	123
70925100	123	123
1619219	123	123
25131797	123	123
65186757	123	123
25481896	123	123
79285254	123	123
64498378	123	123
52500044	123	123
78498468	123	123
83529456	123	123
41209472	123	123
97649126	123	123
27096649	123	123
62640603	123	123
28302090	123	123
47615989	123	123
77978567	123	123
39205835	123	123
55842930	123	123
97233066	123	123
6771201	123	123
95372787	123	123
27964110	123	123
85012599	123	123
22553817	123	123
16159623	123	123
10502652	123	123
63084866	123	123
13323873	123	123
60228236	123	123
36170461	123	123
97818412	123	123
73337504	123	123
89460475	123	123
54517343	123	123
26213771	123	123
50720622	123	123
11915925	123	123
71833149	123	123
13246562	123	123
48749739	123	123
29987720	123	123
40975835	123	123
58964657	123	123
47142337	123	123
91403047	123	123
90944445	123	123
80677736	123	123
6786734	123	123
60563412	123	123
35371910	123	123
45068732	123	123
35877224	123	123
87834451	123	123
26647893	123	123
42861580	123	123
71205449	123	123
68964547	123	123
3430364	123	123
92919709	123	123
56964295	123	123
40914933	123	123
95044873	123	123
1883776	123	123
34529080	123	123
70108898	123	123
75243751	123	123
24546811	123	123
42639352	123	123
43294525	123	123
11329824	123	123
47492382	123	123
19846143	123	123
79310627	123	123
69303970	123	123
36678275	123	123
29019540	123	123
66037735	123	123
79333045	123	123
99230652	123	123
83618428	123	123
34822279	123	123
98699724	123	123
54493876	123	123
70851219	123	123
95171589	123	123
44218572	123	123
50416576	123	123
80382599	123	123
19806308	123	123
44549797	123	123
31254346	123	123
14028201	123	123
71131785	123	123
4445298	123	123
90508984	123	123
63319152	123	123
58962479	123	123
31434069	123	123
97450838	123	123
63815956	123	123
2756101	123	123
86612502	123	123
45074933	123	123
52610250	123	123
71980056	123	123
87147982	123	123
94407570	123	123
61599306	123	123
2998229	123	123
91473966	123	123
54076484	123	123
66988715	123	123
14517652	123	123
69775748	123	123
73535882	123	123
38436596	123	123
92303827	123	123
95970346	123	123
5068028	123	123
43251277	123	123
42190859	123	123
67317357	123	123
34120841	123	123
98213292	123	123
55212226	123	123
58010800	123	123
34076601	123	123
71983242	123	123
84954824	123	123
68240733	123	123
94961612	123	123
11309602	123	123
24577469	123	123
78727363	123	123
5218794	123	123
68537944	123	123
71790242	123	123
59284463	123	123
28718675	123	123
19432004	123	123
57432379	123	123
75415924	123	123
36789610	123	123
92982710	123	123
9403461	123	123
72766904	123	123
25021452	123	123
11910631	123	123
56488636	123	123
41828692	123	123
95545024	123	123
81747556	123	123
86790579	123	123
68508862	123	123
32967538	123	123
73824777	123	123
10209718	123	123
73100985	123	123
11262219	123	123
41416884	123	123
74614257	123	123
11417249	123	123
73665930	123	123
13717668	123	123
18781583	123	123
94843540	123	123
31258701	123	123
59639164	123	123
67823403	123	123
43537990	123	123
92236981	123	123
13179198	123	123
78231892	123	123
21475764	123	123
18419412	123	123
15483275	123	123
63417298	123	123
59319570	123	123
31445890	123	123
57594587	123	123
7203340	123	123
27768153	123	123
26239177	123	123
24665743	123	123
51994896	123	123
25457219	123	123
42497800	123	123
20474317	123	123
16014374	123	123
27958882	123	123
2321677	123	123
59399185	123	123
55980976	123	123
45576794	123	123
7089501	123	123
14333088	123	123
8188468	123	123
95656746	123	123
42854679	123	123
36754528	123	123
51784878	123	123
49338733	123	123
7168761	123	123
69908095	123	123
60882851	123	123
44160509	123	123
57144449	123	123
57595651	123	123
72261198	123	123
78726446	123	123
77413968	123	123
41991545	123	123
51128558	123	123
43115994	123	123
56940747	123	123
16319670	123	123
72643216	123	123
65985310	123	123
40227732	123	123
43418932	123	123
18239912	123	123
18857166	123	123
46154863	123	123
25765247	123	123
58329535	123	123
12781371	123	123
95154500	123	123
96093859	123	123
5514657	123	123
87113993	123	123
78078918	123	123
5693485	123	123
12678442	123	123
21674082	123	123
50213158	123	123
72092069	123	123
53369150	123	123
72368147	123	123
55499898	123	123
93815865	123	123
16088752	123	123
74082045	123	123
21928895	123	123
2352501	123	123
98705954	123	123
75404921	123	123
70651176	123	123
62935133	123	123
28711833	123	123
85677268	123	123
555103	123	123
15366182	123	123
81755951	123	123
51755769	123	123
29365168	123	123
85450367	123	123
10434456	123	123
47968047	123	123
23546555	123	123
7549214	123	123
36858273	123	123
39348268	123	123
91334812	123	123
49723061	123	123
64993357	123	123
66340402	123	123
92040071	123	123
80071121	123	123
53096888	123	123
48563893	123	123
41709007	123	123
97396581	123	123
72421039	123	123
29690677	123	123
73086651	123	123
61607398	123	123
33380761	123	123
74561340	123	123
69776439	123	123
61365410	123	123
12631973	123	123
11248618	123	123
58276663	123	123
30724418	123	123
92631041	123	123
517911	123	123
55555067	123	123
99188483	123	123
98211841	123	123
87197585	123	123
92242275	123	123
26918618	123	123
32042449	123	123
9681267	123	123
53397289	123	123
46995066	123	123
61947205	123	123
12268918	123	123
71503490	123	123
98668922	123	123
1290194	123	123
10453073	123	123
71215654	123	123
91360503	123	123
19189872	123	123
86848651	123	123
72634705	123	123
49202795	123	123
71246316	123	123
90375689	123	123
90780919	123	123
10219468	123	123
20631213	123	123
40170277	123	123
52232337	123	123
35380583	123	123
22107729	123	123
35748577	123	123
59290593	123	123
64705997	123	123
74403900	123	123
37872810	123	123
80216844	123	123
35535548	123	123
83339662	123	123
7162540	123	123
66965789	123	123
93203708	123	123
80557524	123	123
74483823	123	123
26360796	123	123
80549166	123	123
49190235	123	123
12481677	123	123
68714947	123	123
4745019	123	123
43444964	123	123
4890792	123	123
84010821	123	123
54412143	123	123
71553559	123	123
35412939	123	123
62203548	123	123
57638353	123	123
61419258	123	123
91408876	123	123
92889764	123	123
91663394	123	123
96780655	123	123
25703031	123	123
69437301	123	123
87638078	123	123
27078034	123	123
25557392	123	123
71926623	123	123
78786253	123	123
71604127	123	123
2078642	123	123
88285243	123	123
47895837	123	123
58212626	123	123
87881187	123	123
70624948	123	123
99473030	123	123
50888076	123	123
40513975	123	123
82950398	123	123
1355315	123	123
35535153	123	123
82193799	123	123
52698645	123	123
39689322	123	123
40629597	123	123
96244659	123	123
91204851	123	123
9121039	123	123
19764177	123	123
86709222	123	123
73055461	123	123
28498738	123	123
8578986	123	123
